id,premis,hipotesis,label
5932,""" innalillaahi wa inna ilaihi roojiuun ... Allahummaghfirlahu warhamhu wa'aafihi wa'fu'anhu . Apa ... Ipan sayang Apa sangat . Ipan ikhlas . Punten kalau Ipan belum cukup membahagiakan Apa selama ini , "" tulis Irfan pada keterangan foto yang menampilkan wajah dirinya dengan sang ayah .",Ipan adalah anak yang berbakti kepada ayahnya .,neutral
5933,""" innalillaahi wa inna ilaihi roojiuun ... Allahummaghfirlahu warhamhu wa'aafihi wa'fu'anhu . Apa ... Ipan sayang Apa sangat . Ipan ikhlas . Punten kalau Ipan belum cukup membahagiakan Apa selama ini , "" tulis Irfan pada keterangan foto yang menampilkan wajah dirinya dengan sang ayah .",Ipan tidak pernah berkata bahwa dirinya menyayangi ayahnya .,contradiction
5934,Negara bagian di India mendorong ICMR untuk mengizinkan pengujian dengan kit uji cepat COVID-19 .,India memiliki negara bagian,entailment
5935,Negara bagian di India mendorong ICMR untuk mengizinkan pengujian dengan kit uji cepat COVID-19 .,Banyak kasus COVID-19 di India,neutral
5936,Negara bagian di India mendorong ICMR untuk mengizinkan pengujian dengan kit uji cepat COVID-19 .,Negara bagian di India tidak pernah mendorong ICMR untuk mengizinkan pengujian dengan kit uji cepat COVID-19,contradiction
5937,"Film ini dimainkan oleh Michael Hui , Ricky Hui , Sam Hui , dan masih banyak lagi .","Selain Michael Hui , Ricky Hui , dan Michael Hui masih ada banyak pemain film ini .",entailment
5938,"Film ini dimainkan oleh Michael Hui , Ricky Hui , Sam Hui , dan masih banyak lagi .","Michael Hui , Ricky Hui , dan Sam Hui bersaudara .",neutral
5939,"Film ini dimainkan oleh Michael Hui , Ricky Hui , Sam Hui , dan masih banyak lagi .",Ricky Hui tidak bermain dalam film ini .,contradiction
5940,Peserta lokakarya sepakat menugaskan Komite Pengembangan Ekonomi umat membentuk sebuah bank yang kegiatannya berpedoman pada Syariah Islam .,Peserta lokakarya menugaskan Komite Pengembangan Ekonomi umat membentuk sebuah bank.,entailments
5941,Peserta lokakarya sepakat menugaskan Komite Pengembangan Ekonomi umat membentuk sebuah bank yang kegiatannya berpedoman pada Syariah Islam .,Bank yang dibentuk peserta lokakarya bernama Bank Islam Indonesia.,neutral
5942,Peserta lokakarya sepakat menugaskan Komite Pengembangan Ekonomi umat membentuk sebuah bank yang kegiatannya berpedoman pada Syariah Islam .,Komite Keuangan ditugaskan peserta lokakarya untuk membentuk sebuah bank.,contradiction
5943,Krisis Suez menunjukkan batas-batas kekuatan koloni lama seperti Britania Raya dan Prancis dalam dunia yang sedang berubah.,Britania Raya dan Prancis adalah bagian dari batas kekuatan koloni lama.,entailment
5944,Krisis Suez menunjukkan batas-batas kekuatan koloni lama seperti Britania Raya dan Prancis dalam dunia yang sedang berubah.,Kekuatan koloni lama menjadi penyebab Krisis Suez.,neutral
5945,Krisis Suez menunjukkan batas-batas kekuatan koloni lama seperti Britania Raya dan Prancis dalam dunia yang sedang berubah.,Krisis Suez tidak memberikan dampak apapun bagi dunia.,contradiction
5946,"Apabila Anda mengalami gejala batuk yang hanya terjadi pada malam hari , Anda bisa mengonsumsi Woods sehingga tenggorokan terasa lebih lega dan batuk pun berangsur-angsur mereda .",Woods bisa dikonsumsi untuk melegakan tenggorokan,entailment
5947,"Apabila Anda mengalami gejala batuk yang hanya terjadi pada malam hari , Anda bisa mengonsumsi Woods sehingga tenggorokan terasa lebih lega dan batuk pun berangsur-angsur mereda .",Banyak orang yang mengalami gejala batuk pada malam hari,neutral
5948,"Apabila Anda mengalami gejala batuk yang hanya terjadi pada malam hari , Anda bisa mengonsumsi Woods sehingga tenggorokan terasa lebih lega dan batuk pun berangsur-angsur mereda .",Batuk pada malam hari tidak akan mereda meskipun sudah mengonsumsi Woods,contradiction
5949,Peristiwa itu diketahui di Paris dan semakin menimbulkan kekesalan yang sudah dipicu oleh harga roti yang terus-menerus tinggi serta persediaan yang kurang .,Peristiwa itu menimbulkan kekesalan .,entailment
5950,Peristiwa itu diketahui di Paris dan semakin menimbulkan kekesalan yang sudah dipicu oleh harga roti yang terus-menerus tinggi serta persediaan yang kurang .,Harga roti yang terus-menerus tinggi disebabkan kurangnya persediaan .,neutral
5951,Peristiwa itu diketahui di Paris dan semakin menimbulkan kekesalan yang sudah dipicu oleh harga roti yang terus-menerus tinggi serta persediaan yang kurang .,Peristiwa itu tidak diketahui di mana .,contradiction
5952,Honje hutan ( E . hemisphaerica ( Bl . ) RM Smith ) memiliki rasa dan kegunaan yang serupa .,Honje hutan memiliki kegunaan yang serupa.,entailments
5953,Honje hutan ( E . hemisphaerica ( Bl . ) RM Smith ) memiliki rasa dan kegunaan yang serupa .,Honje hutan memiliki kegunaan menyembuhkan demam.,neutral
5954,Honje hutan ( E . hemisphaerica ( Bl . ) RM Smith ) memiliki rasa dan kegunaan yang serupa .,Honje hutan tidak memiliki kegunaan.,contradiction
5955,""" Ini pertama kali saya datang ke New York dan bermain di hadapan warga New York dan warga Indonesia yang ada di sini . Saya sangat suka dan bangga bisa hadir di sini . New York adalah salah satu kota favorit saya , "" kata Glenn , seperti dikutip dari siaran pers .",Salah satu kota favorit Glenn adalah New York .,entailment
5956,""" Ini pertama kali saya datang ke New York dan bermain di hadapan warga New York dan warga Indonesia yang ada di sini . Saya sangat suka dan bangga bisa hadir di sini . New York adalah salah satu kota favorit saya , "" kata Glenn , seperti dikutip dari siaran pers .",New York adalah satu-satu nya kota favorit Glenn .,neutral
5957,""" Ini pertama kali saya datang ke New York dan bermain di hadapan warga New York dan warga Indonesia yang ada di sini . Saya sangat suka dan bangga bisa hadir di sini . New York adalah salah satu kota favorit saya , "" kata Glenn , seperti dikutip dari siaran pers .",Ini bukan pertama kali Glenn bermain di hadapan warga New York dan warga Indonesia di New York .,contradiction
5958,"Orang Yahudi menjelaskan kepada Nabi bahwa pada hari itu , Nabi Musa telah diselamatkan dari kejaran tentara Firaun .",Orang Yahudi menjelaskan sesuatu kepada Nabi,entailment
5959,"Orang Yahudi menjelaskan kepada Nabi bahwa pada hari itu , Nabi Musa telah diselamatkan dari kejaran tentara Firaun .","Ada orang menjelaskan kepada Nabi bahwa pada hari itu , Nabi Musa telah belum terselamatkan dari kejaran tentara Firaun .",neutral
5960,"Orang Yahudi menjelaskan kepada Nabi bahwa pada hari itu , Nabi Musa telah diselamatkan dari kejaran tentara Firaun .",Nabi Musa tidak diselamatkan dari kejaran tentara Firaun .,contradiction
5961,Perusahaan ini didirikan pada 25 Maret 2002 . Presiden Direktur saat ini adalah Michael Symour Wong anak ke - 3 dari Hendro Wong .,Presiden Direktur saat ini adalah anak ke - 3 dari Hendro Wong .,entailment
5962,Perusahaan ini didirikan pada 25 Maret 2002 . Presiden Direktur saat ini adalah Michael Symour Wong anak ke - 3 dari Hendro Wong .,Hendro Wong memiliki 3 orang anak .,neutral
5963,Perusahaan ini didirikan pada 25 Maret 2002 . Presiden Direktur saat ini adalah Michael Symour Wong anak ke - 3 dari Hendro Wong .,Michael Symour Wong adalah anak pertama Hendro Wong .,contradiction
5964,"Ganda putra senior Indonesia, Hendra Setiawan/Mohammad Ahsan akhirnya menjadi juara dunia 2019 usai mengalahkan wakil Jepang Takuro Hoki/Yugo Kobayashi 25-23, 9-21 dan 21-15, pada final Kejuaraan Dunia BWF di St. Jakobshalle, Basel, Minggu (26/8/2019).",Jepang kalah dari Indonesia pada final Kejuaraan Dunia BWF 2019,entailment
5965,"Ganda putra senior Indonesia, Hendra Setiawan/Mohammad Ahsan akhirnya menjadi juara dunia 2019 usai mengalahkan wakil Jepang Takuro Hoki/Yugo Kobayashi 25-23, 9-21 dan 21-15, pada final Kejuaraan Dunia BWF di St. Jakobshalle, Basel, Minggu (26/8/2019).",Jepang mengalahkan Indonesia di ajang BWF ,neutral
5966,"Ganda putra senior Indonesia, Hendra Setiawan/Mohammad Ahsan akhirnya menjadi juara dunia 2019 usai mengalahkan wakil Jepang Takuro Hoki/Yugo Kobayashi 25-23, 9-21 dan 21-15, pada final Kejuaraan Dunia BWF di St. Jakobshalle, Basel, Minggu (26/8/2019).",HEndra Setiawan/Mohammad Ahsan gagal menjadi juara dunia 2019,contradiction
5967,"Bukan hanya itu , masih banyak hal lainnya yang tidak diangkat oleh film V for Vendetta .",Film V for Vendetta tidak mengangkat semua hal .,entailment
5968,"Bukan hanya itu , masih banyak hal lainnya yang tidak diangkat oleh film V for Vendetta .",Film V for Vendetta tidak layak ditonton .,neutral
5969,"Bukan hanya itu , masih banyak hal lainnya yang tidak diangkat oleh film V for Vendetta .",Film V for Vendetta mengangkat semua hal .,contradiction
5970,"""Didesain oleh Juan Carlos Salas , gedung pemenang penghargaan ini tampilan nya seperti pahatan dan setiap detail mengandung makna .""",Gedung Pemengang Penghargaan didesain oleh Juan Carlos Salas.,entailments
5971,"""Didesain oleh Juan Carlos Salas , gedung pemenang penghargaan ini tampilan nya seperti pahatan dan setiap detail mengandung makna .""",Desain Juan Carlos Salas selalu memiliki desain detail seperti di websitenya.,neutral
5972,"""Didesain oleh Juan Carlos Salas , gedung pemenang penghargaan ini tampilan nya seperti pahatan dan setiap detail mengandung makna .""",Gedung pemenang penghargaan ini didesain oleh Alesha Zahira.,contradiction
5973,"Mayoritas pasien yang meninggal akibat Covid-19 di Indonesia atau 60,64 persen berusia 50-69 tahun .","Sebanyak 60,64 persen korban jiwa akibat COVID-19 di Indonesia berusia 50-69 tahun.",entailment
5974,"Mayoritas pasien yang meninggal akibat Covid-19 di Indonesia atau 60,64 persen berusia 50-69 tahun .",Sebagian besar korban jiwa akibat COVID-19 di Indonesia adalah perempuan.,neutral
5975,"Mayoritas pasien yang meninggal akibat Covid-19 di Indonesia atau 60,64 persen berusia 50-69 tahun .",COVID-19 tidak menelan korban jiwa di Indonesia.,contradiction
5976,"Di Puncak Lawang anda bisa menikmati keindahan alam, disuguhi pula dengan pemandangan lepas ke Danau Maninjau.",Keindahan alam dapat dinikmati di Puncak Lawang .,entailment
5977,"Di Puncak Lawang anda bisa menikmati keindahan alam, disuguhi pula dengan pemandangan lepas ke Danau Maninjau.",Danau Maninjau berada di Puncak Lawang .,neutral
5978,"Di Puncak Lawang anda bisa menikmati keindahan alam, disuguhi pula dengan pemandangan lepas ke Danau Maninjau.",Anda tidak disuguhi pemandangan di Puncak Lawang .,contradiction
5979,"Badminton World Federation (BWF) akhirnya secara resmi mengumumkan waktu penyelenggaraan final Piala Thomas dan Uber 2020. Perebutan supremasi bergengsi beregu putra dan putri ini akan dihelat pada 3-11 Oktober 2020 di Aarhus, Denmark. Akibat pandemi Covid-19, Piala Thomas dan Uber 2020 sempat dua kali diundur. Sebelumnya Piala Thomas dan Uber dijadwalkan pada 16-24 Mei 2020, kemudian diundur menjadi 15-23 Agustus 2020. Kondisi tuan rumah ternyata tak memungkinkan untuk melaksanakan Piala Thomas dan Uber 2020 tanggal tersebut karena pemerintah Denmark mengumumkan larangan mengumpulkan orang dalam skala besar hingga akhir Agustus 2020 .",BWF adalah singkatan Badminton World Federation .,entailment
5980,"Badminton World Federation (BWF) akhirnya secara resmi mengumumkan waktu penyelenggaraan final Piala Thomas dan Uber 2020. Perebutan supremasi bergengsi beregu putra dan putri ini akan dihelat pada 3-11 Oktober 2020 di Aarhus, Denmark. Akibat pandemi Covid-19, Piala Thomas dan Uber 2020 sempat dua kali diundur. Sebelumnya Piala Thomas dan Uber dijadwalkan pada 16-24 Mei 2020, kemudian diundur menjadi 15-23 Agustus 2020. Kondisi tuan rumah ternyata tak memungkinkan untuk melaksanakan Piala Thomas dan Uber 2020 tanggal tersebut karena pemerintah Denmark mengumumkan larangan mengumpulkan orang dalam skala besar hingga akhir Agustus 2020 .",Pemerintah Denmark meminta penyelenggaraan final Piala Thomas dan Uber 2020 diundur .,neutral
5981,"Badminton World Federation (BWF) akhirnya secara resmi mengumumkan waktu penyelenggaraan final Piala Thomas dan Uber 2020. Perebutan supremasi bergengsi beregu putra dan putri ini akan dihelat pada 3-11 Oktober 2020 di Aarhus, Denmark. Akibat pandemi Covid-19, Piala Thomas dan Uber 2020 sempat dua kali diundur. Sebelumnya Piala Thomas dan Uber dijadwalkan pada 16-24 Mei 2020, kemudian diundur menjadi 15-23 Agustus 2020. Kondisi tuan rumah ternyata tak memungkinkan untuk melaksanakan Piala Thomas dan Uber 2020 tanggal tersebut karena pemerintah Denmark mengumumkan larangan mengumpulkan orang dalam skala besar hingga akhir Agustus 2020 .",Piala Thomas dan Uber 2020 diselenggarakan sesuai jadwal awal .,contradiction
5982,"Asia Tenggara juga menjadi penghubung negara-negara Eropa , Timur Tengah , Afrika , dan Asia Selatan dengan negara-negara Asia Timur dan Australia , serta Selandia Baru .",Asia Tenggara menjadi pengubung Timur Tengah dan Asia Timur .,entailment
5983,"Asia Tenggara juga menjadi penghubung negara-negara Eropa , Timur Tengah , Afrika , dan Asia Selatan dengan negara-negara Asia Timur dan Australia , serta Selandia Baru .",Australia dan Selandia Baru saling terhubung .,neutral
5984,"Asia Tenggara juga menjadi penghubung negara-negara Eropa , Timur Tengah , Afrika , dan Asia Selatan dengan negara-negara Asia Timur dan Australia , serta Selandia Baru .",Asia Selatan menjadi penghubung negara-negara Eropa dan negara-negara Asia Timur .,contradiction
5985,"Melansir dari twitter Kemendikbud , Jakarta , Kamis ( 18/4/2019 ) , Konferensi Asia Afrika diselenggarakan oleh Indonesia , Myanmar , India , Sri Lanka dan Pakistan .",Kemendikbud memiliki akun Twitter yang mencuitkan tentang Konferensi Asia Afrika.,entailment
5986,"Melansir dari twitter Kemendikbud , Jakarta , Kamis ( 18/4/2019 ) , Konferensi Asia Afrika diselenggarakan oleh Indonesia , Myanmar , India , Sri Lanka dan Pakistan .",Konferensi Asia Afrika merupakan acara tahunan yang diselenggarakan oleh negara-negara di benua Asia dan Afrika.,neutral
5987,"Melansir dari twitter Kemendikbud , Jakarta , Kamis ( 18/4/2019 ) , Konferensi Asia Afrika diselenggarakan oleh Indonesia , Myanmar , India , Sri Lanka dan Pakistan .",India tidak pernah berpartisipasi dalam Konferensi Asia Afrika.,contradiction
5988,Rukun Warga ( RW ) adalah pembagian wilayah di Indonesia di bawah Dusun atau Lingkungan .,Dusun bukan pembagian wilayah terkecil,entailment
5989,Rukun Warga ( RW ) adalah pembagian wilayah di Indonesia di bawah Dusun atau Lingkungan .,Ada Rukun Warga yang tidak memiliki warga,neutral
5990,Rukun Warga ( RW ) adalah pembagian wilayah di Indonesia di bawah Dusun atau Lingkungan .,Tidak ada pembagian wilayah di Indonesia,contradiction
5991,"Liliyana Natsir bersama Tontowi Ahmad merupakan peraih medali emas SEA Games 2011. Liliyana dan Tontowi juga memenangkan gelar kejuaraan All England tiga kali berturut-turut (2012, 2013 dan 2014) yang merupakan salah satu turnamen tertua ini, Kejuaraan Dunia (2013 dan 2017) dan Olimpiade Rio De Janeiro 2016. Ketika berpasangan dengan Nova Widianto, Liliyana juga meraih gelar Kejuaraan Dunia (2005 dan 2007).",Lilyana Natsir mengharumkan nama Indonesia dengan menjuarai berbagai kejuaraan terkenal.,Entailment
5992,"Liliyana Natsir bersama Tontowi Ahmad merupakan peraih medali emas SEA Games 2011. Liliyana dan Tontowi juga memenangkan gelar kejuaraan All England tiga kali berturut-turut (2012, 2013 dan 2014) yang merupakan salah satu turnamen tertua ini, Kejuaraan Dunia (2013 dan 2017) dan Olimpiade Rio De Janeiro 2016. Ketika berpasangan dengan Nova Widianto, Liliyana juga meraih gelar Kejuaraan Dunia (2005 dan 2007).",Liliyana Natsir sudah pensiun dari karirnya.,Neutral
5993,"Liliyana Natsir bersama Tontowi Ahmad merupakan peraih medali emas SEA Games 2011. Liliyana dan Tontowi juga memenangkan gelar kejuaraan All England tiga kali berturut-turut (2012, 2013 dan 2014) yang merupakan salah satu turnamen tertua ini, Kejuaraan Dunia (2013 dan 2017) dan Olimpiade Rio De Janeiro 2016. Ketika berpasangan dengan Nova Widianto, Liliyana juga meraih gelar Kejuaraan Dunia (2005 dan 2007).",Liliyana Natsir meraih medali emas di Kejuaraan Dunia.,Contradiction
5994,Selulit sendiri merupakan kondisi munculnya garis halus di permukaan kulit yang teksturnya bergelombang menyerupai kulit jeruk .,Selulit menyerupai kulit jeruk .,entailment
